customer_id,name,login_frequency,session_duration,feature_usage,support_tickets,subscription_age,plan_type,last_active_days,revenue,churn
CUST-1713,Massive Dynamic #813,1,45,50,3,48,Basic,22,41.59,1
CUST-1714,Bluth Company #814,13,43,90,2,57,Basic,11,38.77,0
CUST-1715,Wayne Enterprises #815,3,44,52,5,19,Pro,25,188.0,1
CUST-1716,Globex #816,17,61,87,2,46,Basic,3,45.91,0
CUST-1717,Dunder Mifflin #817,14,27,36,4,51,Enterprise,25,647.47,1
CUST-1718,Wayne Enterprises #818,3,12,40,1,3,Basic,7,44.83,0
CUST-1719,Stark Industries #819,19,58,76,3,42,Basic,8,30.99,0
CUST-1720,Massive Dynamic #820,6,48,63,1,19,Pro,22,181.28,1
CUST-1721,Oscorp #821,13,46,66,2,9,Basic,4,42.51,0
CUST-1722,Oscorp #822,3,27,45,1,28,Pro,23,107.79,1
CUST-1723,Aperture Science #823,10,61,46,3,20,Basic,19,42.66,1
CUST-1724,Tyrell Corp #824,10,41,82,4,45,Basic,17,40.61,0
CUST-1725,Dunder Mifflin #825,17,83,74,3,7,Pro,10,158.46,0
CUST-1726,Umbrella Corp #826,7,61,74,5,14,Pro,14,128.09,0
CUST-1727,Acme Corp #827,15,60,80,0,9,Pro,27,125.65,0
CUST-1728,Reynholm Industries #828,12,65,77,5,59,Pro,21,175.25,0
CUST-1729,Dunder Mifflin #829,13,65,61,2,60,Pro,8,124.68,0
CUST-1730,Initech #830,9,44,79,2,55,Basic,16,37.93,0
CUST-1731,Vandelay Industries #831,5,52,73,4,57,Basic,26,42.9,1
CUST-1732,Oscorp #832,6,57,71,2,60,Enterprise,25,538.81,0
CUST-1733,Oscorp #833,12,39,62,4,19,Pro,11,158.45,0
CUST-1734,Wayne Enterprises #834,12,56,93,2,47,Pro,6,157.94,0
CUST-1735,Wayne Enterprises #835,9,50,54,2,52,Basic,9,42.68,0
CUST-1736,Globex #836,8,58,75,1,14,Basic,24,36.4,0
CUST-1737,Stark Industries #837,3,29,46,5,56,Pro,25,143.9,1
CUST-1738,Wayne Enterprises #838,9,39,30,1,38,Enterprise,24,663.98,1
CUST-1739,Gekko & Co #839,11,54,37,1,53,Pro,9,179.82,0
CUST-1740,Soylent Corp #840,10,67,58,7,36,Pro,26,112.06,1
CUST-1741,Initech #841,16,44,52,2,40,Pro,12,195.3,1
CUST-1742,Oscorp #842,14,42,93,4,17,Basic,18,41.7,1
CUST-1743,Wayne Enterprises #843,13,48,74,2,30,Basic,10,46.74,0
CUST-1744,Aperture Science #844,13,50,76,6,9,Basic,12,37.52,1
CUST-1745,Oscorp #845,7,17,38,7,33,Basic,20,35.65,0
CUST-1746,Stark Industries #846,16,84,82,1,56,Enterprise,7,949.36,0
CUST-1747,Prestige Worldwide #847,16,60,100,3,52,Basic,7,30.98,0
CUST-1748,Vehement Capital #848,6,37,40,3,25,Pro,3,110.71,0
CUST-1749,Initech #849,12,78,85,6,14,Basic,14,34.99,0
CUST-1750,Gekko & Co #850,12,64,96,4,11,Basic,30,48.2,1
CUST-1751,Oscorp #851,5,31,69,2,53,Basic,27,41.66,1
CUST-1752,Hooli #852,9,50,92,3,35,Basic,10,40.08,0
CUST-1753,Cyberdyne Systems #853,9,47,66,3,41,Pro,10,169.54,0
CUST-1754,Soylent Corp #854,7,65,81,2,59,Basic,0,37.35,0
CUST-1755,Dunder Mifflin #855,10,47,65,2,14,Pro,16,174.81,1
CUST-1756,Soylent Corp #856,10,28,62,1,30,Basic,14,36.86,0
CUST-1757,Bluth Company #857,10,21,36,4,41,Basic,19,45.53,1
CUST-1758,Dunder Mifflin #858,15,82,92,1,4,Basic,5,34.35,0
CUST-1759,Stark Industries #859,4,26,57,5,59,Pro,23,126.75,1
CUST-1760,Vandelay Industries #860,10,60,70,2,4,Pro,21,151.24,0
CUST-1761,Umbrella Corp #861,9,49,90,8,28,Basic,27,37.62,1
CUST-1762,Cyberdyne Systems #862,5,33,52,2,8,Basic,24,41.96,1
CUST-1763,Initech #863,12,50,83,2,2,Pro,14,135.43,0
CUST-1764,Massive Dynamic #864,6,65,92,2,41,Basic,30,33.61,1
CUST-1765,Stark Industries #865,9,26,65,2,46,Basic,8,38.4,0
CUST-1766,Prestige Worldwide #866,12,48,49,3,22,Pro,13,155.1,0
CUST-1767,Oscorp #867,8,59,74,3,41,Pro,17,113.26,0
CUST-1768,Umbrella Corp #868,10,30,84,5,56,Basic,25,40.13,0
CUST-1769,Oscorp #869,9,67,46,5,55,Enterprise,16,658.63,0
CUST-1770,Globex #870,3,49,61,5,16,Pro,17,138.25,1
CUST-1771,Oscorp #871,15,64,89,4,29,Basic,4,34.59,0
CUST-1772,Reynholm Industries #872,10,42,59,4,49,Pro,19,192.14,0
CUST-1773,Reynholm Industries #873,3,14,59,3,48,Pro,19,167.33,0
CUST-1774,Dunder Mifflin #874,16,72,97,5,30,Basic,8,34.25,0
CUST-1775,Bluth Company #875,15,101,93,3,12,Basic,10,41.9,0
CUST-1776,Gekko & Co #876,3,38,66,3,35,Basic,23,45.97,0
CUST-1777,Cyberdyne Systems #877,5,12,47,2,11,Pro,21,139.16,1
CUST-1778,Massive Dynamic #878,14,64,76,1,46,Basic,0,45.6,0
CUST-1779,Hooli #879,6,54,98,1,50,Pro,17,114.44,0
CUST-1780,Vehement Capital #880,16,48,63,1,21,Pro,5,181.28,0
CUST-1781,Vandelay Industries #881,7,34,51,3,21,Basic,26,39.81,1
CUST-1782,Globex #882,9,36,73,0,5,Pro,1,121.3,0
CUST-1783,Stark Industries #883,6,34,44,2,48,Basic,14,37.14,0
CUST-1784,Vehement Capital #884,12,51,56,2,20,Pro,28,197.8,1
CUST-1785,Hooli #885,15,47,54,4,37,Pro,25,177.36,1
CUST-1786,Acme Corp #886,11,33,52,5,3,Basic,20,40.5,1
CUST-1787,Vehement Capital #887,10,52,62,2,44,Basic,13,31.3,0
CUST-1788,Vehement Capital #888,11,49,74,2,33,Basic,4,37.36,0
CUST-1789,Tyrell Corp #889,16,55,62,0,53,Basic,5,34.26,0
CUST-1790,Umbrella Corp #890,13,57,79,3,9,Basic,5,30.42,1
CUST-1791,Aperture Science #891,1,9,57,10,9,Basic,29,39.84,1
CUST-1792,Massive Dynamic #892,13,59,59,1,4,Enterprise,21,943.59,1
CUST-1793,Initech #893,13,49,77,4,35,Basic,29,42.51,1
CUST-1794,Gekko & Co #894,13,59,83,3,17,Basic,17,33.99,0
CUST-1795,Reynholm Industries #895,5,45,36,7,34,Pro,13,156.36,0
CUST-1796,Hooli #896,9,64,76,1,24,Basic,9,47.86,0
CUST-1797,Umbrella Corp #897,1,33,48,0,32,Enterprise,13,860.46,0
CUST-1798,Vehement Capital #898,19,84,100,7,1,Pro,12,167.95,0
CUST-1799,Globex #899,4,33,48,4,8,Pro,30,195.82,1
CUST-1800,Vandelay Industries #900,17,59,49,4,45,Basic,29,44.98,1
CUST-1801,Aperture Science #901,24,76,77,2,23,Basic,2,31.73,0
CUST-1802,Umbrella Corp #902,1,43,48,4,47,Basic,29,35.95,0
CUST-1803,Oscorp #903,9,57,81,4,40,Pro,5,195.51,0
CUST-1804,Vehement Capital #904,8,48,51,5,12,Basic,28,38.79,1
CUST-1805,Dunder Mifflin #905,4,19,49,1,54,Basic,7,31.23,0
CUST-1806,Vehement Capital #906,9,57,91,1,12,Enterprise,11,728.3,0
CUST-1807,Gekko & Co #907,8,33,72,6,46,Basic,12,42.94,0
CUST-1808,Globex #908,21,58,76,4,47,Basic,10,48.95,0
CUST-1809,Oscorp #909,12,36,56,6,15,Basic,11,35.48,1
CUST-1810,Aperture Science #910,13,54,72,0,41,Enterprise,0,756.04,0
CUST-1811,Reynholm Industries #911,7,62,81,3,19,Basic,16,46.59,0
CUST-1812,Gekko & Co #912,14,43,46,4,26,Pro,15,134.53,0
CUST-1813,Stark Industries #913,9,73,89,1,52,Pro,10,109.93,0
CUST-1814,Bluth Company #914,11,65,55,3,29,Basic,12,47.98,0
CUST-1815,Hooli #915,6,20,58,8,22,Pro,17,147.84,1
CUST-1816,Vehement Capital #916,4,32,39,2,40,Basic,10,39.06,1
CUST-1817,Umbrella Corp #917,1,16,77,3,21,Basic,30,41.42,1
CUST-1818,Gekko & Co #918,4,47,74,2,51,Pro,27,99.35,1
CUST-1819,Vandelay Industries #919,10,35,34,1,38,Enterprise,11,964.57,0
CUST-1820,Acme Corp #920,12,29,54,4,20,Pro,5,135.15,0
CUST-1821,Vandelay Industries #921,12,49,56,3,57,Pro,8,138.69,0
CUST-1822,Dunder Mifflin #922,8,63,61,7,29,Basic,15,32.48,0
CUST-1823,Bluth Company #923,20,67,75,2,51,Basic,3,36.56,0
CUST-1824,Oscorp #924,19,73,62,0,4,Basic,2,45.08,0
CUST-1825,Acme Corp #925,6,48,75,7,55,Basic,27,45.0,1
CUST-1826,Wayne Enterprises #926,11,29,65,3,7,Basic,15,47.72,0
CUST-1827,Vehement Capital #927,6,28,59,5,28,Basic,23,37.06,0
CUST-1828,Hooli #928,1,32,55,3,28,Basic,26,43.17,1
CUST-1829,Aperture Science #929,7,35,67,7,4,Basic,25,39.14,1
CUST-1830,Umbrella Corp #930,7,69,86,7,22,Pro,29,179.4,1
CUST-1831,Stark Industries #931,1,13,53,2,12,Pro,24,170.25,1
CUST-1832,Aperture Science #932,14,44,42,4,45,Basic,11,36.36,0
CUST-1833,Initech #933,10,54,55,3,3,Enterprise,10,667.34,0
CUST-1834,Acme Corp #934,15,50,60,5,22,Enterprise,4,625.22,0
CUST-1835,Vehement Capital #935,6,5,20,2,44,Basic,24,40.53,1
CUST-1836,Prestige Worldwide #936,16,91,88,2,2,Pro,17,195.38,0
CUST-1837,Cyberdyne Systems #937,10,33,77,6,24,Pro,18,119.01,1
CUST-1838,Hooli #938,13,64,90,4,34,Pro,22,108.53,0
CUST-1839,Cyberdyne Systems #939,13,37,69,3,27,Basic,22,31.39,1
CUST-1840,Bluth Company #940,7,31,66,1,55,Pro,5,177.31,0
CUST-1841,Globex #941,5,15,80,6,41,Basic,21,36.0,1
CUST-1842,Stark Industries #942,12,42,73,4,1,Pro,17,121.44,1
CUST-1843,Reynholm Industries #943,5,30,68,4,8,Pro,25,134.28,1
CUST-1844,Globex #944,12,52,44,4,23,Pro,5,163.53,0
CUST-1845,Vandelay Industries #945,20,64,91,2,38,Pro,3,153.68,0
CUST-1846,Acme Corp #946,10,28,59,1,6,Pro,11,173.36,1
CUST-1847,Hooli #947,4,30,53,5,22,Basic,18,35.78,0
CUST-1848,Massive Dynamic #948,2,55,62,4,25,Basic,28,38.04,1
CUST-1849,Dunder Mifflin #949,18,85,74,2,18,Pro,26,109.2,0
CUST-1850,Massive Dynamic #950,5,46,81,6,17,Basic,28,30.46,1
CUST-1851,Aperture Science #951,7,53,66,1,12,Basic,1,38.25,0
CUST-1852,Oscorp #952,1,62,63,3,6,Basic,16,35.03,1
CUST-1853,Vehement Capital #953,8,54,55,2,26,Basic,10,41.26,0
CUST-1854,Initech #954,11,61,73,3,27,Enterprise,10,520.5,0
CUST-1855,Dunder Mifflin #955,13,32,50,3,8,Pro,20,111.18,1
CUST-1856,Hooli #956,14,41,51,6,19,Enterprise,15,931.6,1
CUST-1857,Bluth Company #957,14,57,47,3,60,Pro,1,155.63,0
CUST-1858,Prestige Worldwide #958,12,41,74,1,42,Basic,1,43.24,0
CUST-1859,Wayne Enterprises #959,10,35,55,1,1,Basic,22,45.84,1
CUST-1860,Aperture Science #960,4,24,35,2,57,Pro,7,145.38,0
CUST-1861,Massive Dynamic #961,21,50,60,1,29,Basic,12,44.22,0
CUST-1862,Globex #962,15,48,72,1,45,Enterprise,9,761.29,0
CUST-1863,Bluth Company #963,17,69,74,3,49,Pro,7,121.27,0
CUST-1864,Initech #964,1,58,71,5,35,Basic,29,35.75,1
CUST-1865,Initech #965,20,81,81,5,40,Enterprise,3,744.18,0
CUST-1866,Acme Corp #966,8,55,48,4,14,Pro,14,130.69,1
CUST-1867,Reynholm Industries #967,1,7,57,3,35,Pro,29,132.55,1
CUST-1868,Reynholm Industries #968,14,59,43,3,48,Basic,0,35.75,0
CUST-1869,Aperture Science #969,11,50,71,0,45,Basic,10,31.46,0
CUST-1870,Massive Dynamic #970,7,48,73,2,20,Pro,6,107.46,0
CUST-1871,Hooli #971,5,34,53,2,56,Basic,16,29.93,0
CUST-1872,Wayne Enterprises #972,2,58,74,5,49,Basic,26,31.22,1
CUST-1873,Initech #973,4,38,54,4,13,Pro,19,133.37,0
CUST-1874,Hooli #974,6,44,67,3,38,Basic,23,40.88,1
CUST-1875,Hooli #975,2,5,57,1,49,Pro,17,117.81,0
CUST-1876,Gekko & Co #976,5,38,47,2,46,Enterprise,21,943.0,1
CUST-1877,Wayne Enterprises #977,11,69,84,4,49,Enterprise,28,903.19,0
CUST-1878,Umbrella Corp #978,12,62,96,5,8,Basic,21,39.41,1
CUST-1879,Stark Industries #979,6,9,48,6,43,Enterprise,11,861.1,0
CUST-1880,Cyberdyne Systems #980,17,57,60,7,20,Basic,8,36.33,1
CUST-1881,Prestige Worldwide #981,3,61,100,1,60,Basic,4,29.74,0
CUST-1882,Reynholm Industries #982,24,75,78,1,33,Pro,9,189.43,0
CUST-1883,Reynholm Industries #983,20,74,80,3,26,Basic,3,31.56,0
CUST-1884,Soylent Corp #984,11,76,81,3,39,Basic,4,47.96,0
CUST-1885,Reynholm Industries #985,8,43,68,6,21,Pro,27,156.19,1
CUST-1886,Wayne Enterprises #986,1,43,56,2,53,Basic,27,35.11,1
CUST-1887,Gekko & Co #987,12,60,72,2,49,Basic,9,38.91,0
CUST-1888,Vehement Capital #988,5,49,78,5,42,Basic,30,39.03,1
CUST-1889,Acme Corp #989,7,49,58,7,43,Pro,10,101.33,1
CUST-1890,Oscorp #990,6,33,50,3,54,Pro,20,134.55,0
CUST-1891,Acme Corp #991,5,33,52,4,41,Basic,23,43.8,0
CUST-1892,Dunder Mifflin #992,6,29,38,2,9,Basic,9,39.2,1
CUST-1893,Acme Corp #993,2,9,34,6,24,Basic,27,33.88,1
CUST-1894,Oscorp #994,5,58,58,1,37,Basic,7,35.7,0
CUST-1895,Globex #995,18,66,72,4,49,Pro,1,185.31,0
CUST-1896,Wayne Enterprises #996,3,53,79,7,41,Basic,22,39.51,1
CUST-1897,Reynholm Industries #997,6,65,94,4,17,Basic,7,39.57,0
CUST-1898,Reynholm Industries #998,14,58,69,3,24,Pro,15,195.15,0
CUST-1899,Gekko & Co #999,9,28,60,4,21,Pro,26,131.09,1
CUST-1900,Soylent Corp #1000,12,51,69,1,51,Pro,21,146.95,1
CUST-1901,Gekko & Co #1001,18,55,36,0,59,Basic,4,45.23,0
CUST-1902,Vehement Capital #1002,16,32,38,0,39,Basic,26,44.18,0
CUST-1903,Vehement Capital #1003,7,36,69,4,55,Basic,24,34.32,1
CUST-1904,Initech #1004,1,30,67,4,41,Basic,28,32.02,1
CUST-1905,Soylent Corp #1005,15,50,77,3,39,Pro,2,169.07,0
CUST-1906,Gekko & Co #1006,8,34,54,3,13,Pro,11,124.77,0
CUST-1907,Reynholm Industries #1007,6,22,21,3,11,Pro,12,191.27,0
CUST-1908,Cyberdyne Systems #1008,11,54,51,3,46,Pro,12,111.92,0
CUST-1909,Vandelay Industries #1009,16,90,71,4,19,Basic,9,35.37,0
CUST-1910,Oscorp #1010,9,67,82,3,11,Pro,3,104.48,0
CUST-1911,Oscorp #1011,18,75,72,4,13,Basic,8,43.07,0
CUST-1912,Acme Corp #1012,3,46,88,3,46,Pro,21,188.13,0
CUST-1913,Vandelay Industries #1013,6,40,82,6,45,Basic,23,41.72,1
CUST-1914,Soylent Corp #1014,10,22,76,3,1,Basic,22,47.76,1
CUST-1915,Umbrella Corp #1015,5,34,43,4,40,Basic,26,31.57,0
CUST-1916,Vehement Capital #1016,5,25,59,1,44,Enterprise,1,542.87,0
CUST-1917,Acme Corp #1017,14,60,62,3,19,Basic,18,45.77,1
CUST-1918,Hooli #1018,11,70,79,2,12,Basic,0,46.11,0
CUST-1919,Acme Corp #1019,11,81,68,2,8,Basic,24,45.62,1
CUST-1920,Umbrella Corp #1020,1,32,74,4,8,Pro,28,178.9,1
CUST-1921,Globex #1021,7,18,37,1,53,Pro,6,135.22,0
CUST-1922,Cyberdyne Systems #1022,14,58,39,2,45,Pro,16,120.75,0
CUST-1923,Hooli #1023,16,63,100,3,12,Basic,2,47.58,0
CUST-1924,Cyberdyne Systems #1024,7,54,73,4,48,Pro,19,129.7,0
CUST-1925,Acme Corp #1025,11,51,49,5,33,Basic,19,36.97,1
CUST-1926,Vehement Capital #1026,4,38,56,2,45,Pro,20,168.96,0
CUST-1927,Stark Industries #1027,6,32,47,4,26,Pro,29,128.34,1
CUST-1928,Oscorp #1028,15,55,67,1,39,Basic,2,45.38,0
CUST-1929,Umbrella Corp #1029,12,61,82,2,28,Basic,2,30.4,0
CUST-1930,Stark Industries #1030,6,11,55,4,58,Basic,16,44.82,0
CUST-1931,Vandelay Industries #1031,13,51,69,1,5,Basic,6,41.04,0
CUST-1932,Oscorp #1032,6,52,66,7,8,Basic,26,40.46,1
CUST-1933,Reynholm Industries #1033,5,64,88,5,25,Pro,25,144.84,1
CUST-1934,Hooli #1034,5,34,28,4,27,Basic,13,34.54,1
CUST-1935,Oscorp #1035,10,67,62,2,46,Basic,16,38.28,0
CUST-1936,Umbrella Corp #1036,7,69,59,2,23,Basic,17,38.0,1
CUST-1937,Bluth Company #1037,6,36,73,3,30,Basic,12,40.68,1
CUST-1938,Stark Industries #1038,9,39,48,2,45,Enterprise,19,639.79,0
CUST-1939,Globex #1039,14,55,48,4,47,Basic,28,30.55,1
CUST-1940,Gekko & Co #1040,7,42,69,0,23,Pro,19,113.51,0
CUST-1941,Gekko & Co #1041,16,78,65,4,49,Pro,20,168.92,1
CUST-1942,Umbrella Corp #1042,17,52,60,2,47,Pro,26,101.25,1
CUST-1943,Umbrella Corp #1043,5,63,100,5,20,Enterprise,17,927.22,1
CUST-1944,Aperture Science #1044,14,45,74,4,18,Basic,3,42.89,0
CUST-1945,Hooli #1045,25,61,67,1,18,Enterprise,0,883.04,0
CUST-1946,Vandelay Industries #1046,9,55,65,4,2,Basic,17,45.72,0
CUST-1947,Aperture Science #1047,15,78,92,0,4,Basic,0,31.45,0
CUST-1948,Cyberdyne Systems #1048,1,34,66,2,30,Pro,25,181.25,0
CUST-1949,Reynholm Industries #1049,4,44,63,6,33,Enterprise,25,751.32,1
CUST-1950,Vehement Capital #1050,14,87,85,1,36,Pro,12,187.55,0
CUST-1951,Vehement Capital #1051,21,90,62,1,18,Basic,19,46.73,1
CUST-1952,Reynholm Industries #1052,8,46,37,4,37,Basic,19,29.48,1
CUST-1953,Oscorp #1053,1,25,49,3,19,Enterprise,22,690.43,1
CUST-1954,Wayne Enterprises #1054,5,56,58,2,47,Basic,9,39.53,1
CUST-1955,Aperture Science #1055,7,56,76,6,28,Pro,26,166.84,1
CUST-1956,Bluth Company #1056,17,70,77,3,40,Pro,10,127.62,0
CUST-1957,Stark Industries #1057,15,55,55,2,20,Basic,8,34.04,0
CUST-1958,Reynholm Industries #1058,14,56,70,3,49,Basic,8,36.63,0
CUST-1959,Prestige Worldwide #1059,20,67,67,2,33,Basic,4,39.02,0
CUST-1960,Acme Corp #1060,3,31,86,5,12,Basic,25,48.02,1
CUST-1961,Oscorp #1061,15,50,70,1,58,Enterprise,0,880.05,0
CUST-1962,Reynholm Industries #1062,7,47,40,3,51,Basic,16,37.59,0
CUST-1963,Aperture Science #1063,7,34,84,3,15,Enterprise,21,526.18,0
CUST-1964,Bluth Company #1064,9,50,55,1,41,Basic,1,32.37,0
CUST-1965,Bluth Company #1065,6,10,30,2,39,Enterprise,23,726.96,1
CUST-1966,Umbrella Corp #1066,11,43,93,2,2,Basic,12,45.28,0
CUST-1967,Tyrell Corp #1067,10,66,78,2,29,Basic,8,36.61,0
CUST-1968,Umbrella Corp #1068,5,26,63,5,41,Basic,28,39.77,1
CUST-1969,Hooli #1069,16,70,85,1,10,Pro,3,188.18,0
CUST-1970,Hooli #1070,19,55,64,1,2,Pro,4,190.38,0
CUST-1971,Reynholm Industries #1071,18,77,69,2,51,Pro,10,120.58,0
CUST-1972,Cyberdyne Systems #1072,11,47,57,3,11,Basic,23,29.87,0
CUST-1973,Dunder Mifflin #1073,3,30,79,1,13,Basic,18,35.11,1
CUST-1974,Massive Dynamic #1074,7,44,65,3,10,Pro,20,168.58,0
CUST-1975,Gekko & Co #1075,13,35,77,2,14,Basic,2,48.02,0
CUST-1976,Wayne Enterprises #1076,8,60,68,4,18,Basic,11,30.54,0
CUST-1977,Reynholm Industries #1077,9,67,62,3,51,Enterprise,25,513.24,1
CUST-1978,Massive Dynamic #1078,1,26,31,4,54,Enterprise,18,941.07,0
CUST-1979,Aperture Science #1079,18,73,86,3,9,Enterprise,18,873.07,0
CUST-1980,Acme Corp #1080,17,75,100,3,57,Pro,12,198.22,0
CUST-1981,Wayne Enterprises #1081,9,46,49,8,39,Basic,27,36.94,1
CUST-1982,Hooli #1082,12,37,66,0,28,Basic,6,37.32,0
CUST-1983,Wayne Enterprises #1083,16,85,61,1,3,Pro,14,116.23,0
CUST-1984,Umbrella Corp #1084,11,46,54,3,20,Pro,22,110.58,1
CUST-1985,Acme Corp #1085,18,56,72,3,6,Basic,6,40.57,0
CUST-1986,Gekko & Co #1086,7,68,48,7,27,Basic,25,36.29,1
CUST-1987,Reynholm Industries #1087,21,81,80,2,53,Basic,7,30.61,0
CUST-1988,Oscorp #1088,19,71,62,2,2,Pro,4,187.7,0
CUST-1989,Oscorp #1089,11,37,67,4,29,Enterprise,20,598.18,0
CUST-1990,Massive Dynamic #1090,17,76,75,4,38,Pro,13,173.86,0
CUST-1991,Massive Dynamic #1091,12,97,100,1,3,Basic,3,34.64,0
CUST-1992,Cyberdyne Systems #1092,2,47,59,8,16,Enterprise,22,905.45,1
CUST-1993,Vandelay Industries #1093,13,63,51,0,30,Pro,9,110.84,0
CUST-1994,Massive Dynamic #1094,9,58,46,4,40,Basic,19,44.12,0
CUST-1995,Initech #1095,9,43,32,3,2,Basic,14,30.96,0
CUST-1996,Vandelay Industries #1096,15,54,76,3,17,Basic,17,37.94,1
CUST-1997,Aperture Science #1097,10,44,100,3,41,Basic,19,43.68,0
CUST-1998,Vehement Capital #1098,12,45,69,3,12,Enterprise,12,585.61,0
CUST-1999,Globex #1099,4,32,81,2,35,Basic,28,34.71,0
